keyword	tag	ent_type	parent
ContrastBolusTotalDose	(0018,1044)	attribute	contrast_bolus
ContrastBolusVolume	(0018,1041)	attribute	contrast_bolus
ContrastBolusVolume	(0018,1041)	attribute	contrast/bolus_agent_sequence
ContrastBolusVolume	(0018,1041)	attribute	contrast_administration_profile_sequence
ContrastFlowDuration	(0018,1047)	attribute	contrast_bolus
ContrastFlowDuration	(0018,1047)	attribute	contrast_administration_profile_sequence
ContrastFlowRate	(0018,1046)	attribute	contrast_bolus
ContrastFlowRate	(0018,1046)	attribute	contrast_administration_profile_sequence
ContributingEquipmentSequence	(0018,A001)	attribute	sop_common
ConversionType	(0008,0064)	attribute	rt_image
ConversionType	(0008,0064)	attribute	sc_equipment
ConvolutionKernel	(0018,1210)	attribute	whole_slide_microscopy_image
ConvolutionKernel	(0018,1210)	attribute	ct_image
ConvolutionKernel	(0018,1210)	attribute	reconstruction_protocol_element_sequence
ConvolutionKernel	(0018,1210)	attribute	reconstruction_protocol_element_sequence
ConvolutionKernel	(0018,1210)	attribute	nm_reconstruction
ConvolutionKernel	(0018,1210)	attribute	ct_reconstruction_sequence
ConvolutionKernel	(0018,1210)	attribute	pet_series
CorrectedImage	(0028,0051)	attribute	nm_image
CorrectedImage	(0028,0051)	attribute	pet_series
CountRate	(0018,1243)	attribute	nm_image
CountsAccumulated	(0018,0070)	attribute	nm_image
CountsSource	(0054,1002)	attribute	enhanced_pet_corrections
CountsSource	(0054,1002)	attribute	pet_series
CoverageOfKSpace	(0018,9094)	attribute	mr_pulse_sequence
CoverageOfKSpace	(0018,9094)	attribute	mr_spectroscopy_pulse_sequence
CreatorVersionUID	(0008,9123)	attribute	raw_data
CreatorVersionUID	(0008,9123)	attribute	additional_parameter_recording_instance_sequence
CurrentRequestedProcedureEvidenceSequence	(0040,A375)	attribute	key_object_document
CurrentRequestedProcedureEvidenceSequence	(0040,A375)	attribute	sr_document_general
CurveDate			
CurveDescription			
CurveDimensions			
DVHSequence	(3004,0050)	attribute	rt_dvh
DataCollectionCenterPatient	(0018,9313)	attribute	ct_image
DataCollectionCenterPatient	(0018,9313)	attribute	pet_position_sequence
DataCollectionCenterPatient	(0018,9313)	attribute	ct_position_sequence
DataCollectionDiameter	(0018,0090)	attribute	ct_image
DataCollectionDiameter	(0018,0090)	attribute	ct_additional_x-ray_source_sequence
DataCollectionDiameter	(0018,0090)	attribute	pet_frame_acquisition_sequence
DataCollectionDiameter	(0018,0090)	attribute	ct_acquisition_details_sequence
DataCollectionDiameter	(0018,0090)	attribute	ct_x-ray_details_sequence
DataPointColumns	(0028,9002)	attribute	mr_spectroscopy_data
DataPointRows	(0028,9001)	attribute	mr_spectroscopy_data
DataSetSubtype			
DataSetType			
DataValueRepresentation			
DateOfLastCalibration	(0018,1200)	attribute	contributing_equipment_sequence
DateOfLastCalibration	(0018,1200)	attribute	general_equipment
DateOfLastCalibration	(0018,1200)	attribute	printer
DateOfLastDetectorCalibration	(0018,700C)	attribute	digital_x_ray_detector
DateOfLastDetectorCalibration	(0018,700C)	attribute	contributing_sources_sequence
DateOfSecondaryCapture	(0018,1012)	attribute	sc_image
DateTime	(0040,A120)	attribute	content_item
DateTime	(0040,A120)	attribute	document_content
DeadTimeCorrected	(0018,9761)	attribute	enhanced_pet_corrections
DeadTimeFactor	(0054,1324)	attribute	pet_image
DeadTimeFactor	(0054,1324)	attribute	pet_frame_correction_factors_sequence
DecayCorrected	(0018,9758)	attribute	enhanced_pet_corrections
DecayCorrection	(0054,1102)	attribute	pet_series
DecayFactor	(0054,1321)	attribute	pet_image
DecayFactor	(0054,1321)	attribute	pet_frame_correction_factors_sequence
Decoupling	(0018,9059)	attribute	mr_spectroscopy
DeformableRegistrationSequence	(0064,0002)	attribute	deformable_spatial_registration
DeidentificationMethod	(0012,0063)	attribute	patient
DeidentificationMethodCodeSequence	(0012,0064)	attribute	patient
DerivationCodeSequence	(0008,9215)	attribute	reconstruction_protocol_element_sequence
DerivationCodeSequence	(0008,9215)	attribute	structure_set_roi_sequence
DerivationCodeSequence	(0008,9215)	attribute	rt_dose
DerivationCodeSequence	(0008,9215)	attribute	derivation_image_sequence
DerivationCodeSequence	(0008,9215)	attribute	general_reference
DerivationCodeSequence	(0008,9215)	attribute	xa/xrf_frame_characteristics_sequence
DerivationDescription	(0008,2111)	attribute	x_ray_image
DerivationDescription	(0008,2111)	attribute	derivation_image_sequence
DerivationDescription	(0008,2111)	attribute	derivation_conceptual_volume_sequence
DerivationDescription	(0008,2111)	attribute	general_reference
DerivationDescription	(0008,2111)	attribute	dx_image
DerivationDescription	(0008,2111)	attribute	xa/xrf_frame_characteristics_sequence
DerivationImageSequence	(0008,9124)	attribute	derivation_image
DetectorActiveDimensions	(0018,7026)	attribute	digital_x_ray_detector
DetectorActiveShape	(0018,7024)	attribute	digital_x_ray_detector
DetectorActiveTime	(0018,7014)	attribute	frame_detector_parameters_sequence
DetectorActiveTime	(0018,7014)	attribute	dx_detector
DetectorBinning	(0018,701A)	attribute	x-ray_3d_acquisition_sequence
DetectorBinning	(0018,701A)	attribute	digital_x_ray_detector
DetectorConditionsNominalFlag	(0018,7000)	attribute	digital_x_ray_detector
DetectorConfiguration	(0018,7005)	attribute	digital_x_ray_detector
DetectorDescription	(0018,7006)	attribute	digital_x_ray_detector
DetectorElementPhysicalSize	(0018,7020)	attribute	digital_x_ray_detector
DetectorElementSpacing	(0018,7022)	attribute	digital_x_ray_detector
DetectorElementSpacing	(0018,7022)	attribute	contributing_sources_sequence
DetectorID	(0018,700A)	attribute	digital_x_ray_detector
DetectorID	(0018,700A)	attribute	contributing_sources_sequence
DetectorInformationSequence	(0054,0022)	attribute	nm_detector
DetectorLinesOfResponseUsed	(0054,1104)	attribute	pet_series
DetectorManufacturerModelName	(0018,702B)	attribute	digital_x_ray_detector
DetectorManufacturerName	(0018,702A)	attribute	digital_x_ray_detector
DetectorMode	(0018,7008)	attribute	digital_x_ray_detector
DetectorNormalizationCorrection	(0018,9768)	attribute	enhanced_pet_corrections
DetectorSecondaryAngle	(0018,1531)	attribute	xa_positioner
DetectorSecondaryAngle	(0018,1531)	attribute	dx_positioning
DetectorSecondaryAngle	(0018,1531)	attribute	detector_position_sequence
DetectorTemperature	(0018,7001)	attribute	x-ray_3d_acquisition_sequence
DetectorTemperature	(0018,7001)	attribute	digital_x_ray_detector
DetectorTimeSinceLastExposure	(0018,7012)	attribute	digital_x_ray_detector
DetectorType	(0018,7004)	attribute	ophthalmic_tomography_parameters
DetectorType	(0018,7004)	attribute	ophthalmic_photographic_parameters
DetectorType	(0018,7004)	attribute	digital_x_ray_detector
DetectorType	(0018,7004)	attribute	contributing_sources_sequence
DetectorVector	(0054,0020)	attribute	nm_multi_frame
DeviationIndex	(0018,1413)	attribute	exposure_index
DeviceSerialNumber	(0018,1000)	attribute	display_system
DeviceSerialNumber	(0018,1000)	attribute	display_subsystem_sequence
DeviceSerialNumber	(0018,1000)	attribute	measurement_equipment_sequence
DeviceSerialNumber	(0018,1000)	attribute	ion_beam_sequence
DeviceSerialNumber	(0018,1000)	attribute	device_sequence
DeviceSerialNumber	(0018,1000)	attribute	treatment_machine_sequence
DeviceSerialNumber	(0018,1000)	attribute	beam_sequence
DeviceSerialNumber	(0018,1000)	attribute	enhanced_general_equipment
DeviceSerialNumber	(0018,1000)	attribute	model_specification_sequence
DeviceSerialNumber	(0018,1000)	attribute	contributing_equipment_sequence
DeviceSerialNumber	(0018,1000)	attribute	general_contributing_sources
DeviceSerialNumber	(0018,1000)	attribute	device_identification
DeviceSerialNumber	(0018,1000)	attribute	identified_person_or_device
DeviceSerialNumber	(0018,1000)	attribute	treatment_machine_sequence
DeviceSerialNumber	(0018,1000)	attribute	general_equipment
DeviceSerialNumber	(0018,1000)	attribute	printer
DeviceUID	(0018,1002)	attribute	identified_person_or_device
DeviceUID	(0018,1002)	attribute	general_equipment
DiffusionBValue	(0018,9087)	attribute	mr_diffusion_sequence
DiffusionBValueXX	(0018,9602)	attribute	diffusion_b-matrix_sequence
DiffusionBValueXY	(0018,9603)	attribute	diffusion_b-matrix_sequence
DiffusionBValueXZ	(0018,9604)	attribute	diffusion_b-matrix_sequence
DiffusionBValueYY	(0018,9605)	attribute	diffusion_b-matrix_sequence
DiffusionBValueYZ	(0018,9606)	attribute	diffusion_b-matrix_sequence
DiffusionBValueZZ	(0018,9607)	attribute	diffusion_b-matrix_sequence
DiffusionDirectionality	(0018,9075)	attribute	mr_diffusion_sequence
DiffusionGradientOrientation	(0018,9089)	attribute	diffusion_gradient_direction_sequence
DigitalImageFormatAcquired	(0018,1023)	attribute	sc_equipment
DigitalSignatureUID	(0400,0100)	attribute	digital_signatures_sequence
DigitalSignatureUID	(0400,0100)	attribute	referenced_digital_signature_sequence
DimensionIndexSequence	(0020,9222)	attribute	multi_frame_dimension
DimensionOrganizationSequence	(0020,9221)	attribute	multi_frame_dimension
DimensionOrganizationType	(0020,9311)	attribute	multi_frame_dimension
DimensionOrganizationType	(0020,9311)	attribute	enhanced_us_image
DimensionOrganizationUID	(0020,9164)	attribute	dimension_organization_sequence
DimensionOrganizationUID	(0020,9164)	attribute	dimension_index_sequence
DischargeTime			
DisplayedAreaSelectionSequence	(0070,005A)	attribute	displayed_area
DistanceSourceToDetector	(0018,1110)	attribute	x-ray_geometry_sequence
DistanceSourceToDetector	(0018,1110)	attribute	x-ray_3d_acquisition_sequence
DistanceSourceToDetector	(0018,1110)	attribute	ct_image
DistanceSourceToDetector	(0018,1110)	attribute	mammography_image
DistanceSourceToDetector	(0018,1110)	attribute	ct_geometry_sequence
DistanceSourceToDetector	(0018,1110)	attribute	rotation_information_sequence
DistanceSourceToDetector	(0018,1110)	attribute	xrf_positioner
DistanceSourceToDetector	(0018,1110)	attribute	xa_positioner
DistanceSourceToDetector	(0018,1110)	attribute	x_ray_acquisition_dose
DistanceSourceToDetector	(0018,1110)	attribute	dx_positioning
DistanceSourceToDetector	(0018,1110)	attribute	x-ray_geometry_sequence
DistanceSourceToDetector	(0018,1110)	attribute	detector_information_sequence
DistanceSourceToDetector	(0018,1110)	attribute	cr_image
DistanceSourceToDetector	(0018,1110)	attribute	xa_plane_details_sequence
DistanceSourceToDetector	(0018,1110)	attribute	x-ray_3d_acquisition_sequence
DistanceSourceToEntrance	(0040,0306)	attribute	x-ray_geometry_sequence
DistanceSourceToEntrance	(0040,0306)	attribute	x_ray_acquisition_dose
DistanceSourceToIsocenter	(0018,9402)	attribute	x-ray_geometry_sequence
DistanceSourceToIsocenter	(0018,9402)	attribute	x-ray_geometry_sequence
DistanceSourceToIsocenter	(0018,9402)	attribute	x-ray_3d_acquisition_sequence
DistanceSourceToPatient	(0018,1111)	attribute	x-ray_geometry_sequence
DistanceSourceToPatient	(0018,1111)	attribute	x-ray_3d_acquisition_sequence
DistanceSourceToPatient	(0018,1111)	attribute	ct_image
DistanceSourceToPatient	(0018,1111)	attribute	mammography_image
DistanceSourceToPatient	(0018,1111)	attribute	xrf_positioner
DistanceSourceToPatient	(0018,1111)	attribute	xa_positioner
DistanceSourceToPatient	(0018,1111)	attribute	x_ray_acquisition_dose
DistanceSourceToPatient	(0018,1111)	attribute	dx_positioning
DistanceSourceToPatient	(0018,1111)	attribute	cr_image
DoseCalibrationFactor	(0054,1322)	attribute	pet_image
DoseComment	(3004,0006)	attribute	rt_dose
DoseGridScaling	(3004,000E)	attribute	rt_dose
DoseReferenceSequence	(300A,0010)	attribute	rt_prescription
DoseReferenceUID	(300A,0013)	attribute	dose_reference_sequence
DoseSummationType	(3004,000A)	attribute	rt_dose
DoseType	(3004,0004)	attribute	rt_dose
DoseType	(3004,0004)	attribute	dvh_sequence
DoseUnits	(3004,0002)	attribute	rt_dose_roi_sequence
DoseUnits	(3004,0002)	attribute	measured_dose_reference_sequence
DoseUnits	(3004,0002)	attribute	rt_dose
DoseUnits	(3004,0002)	attribute	dvh_sequence
DroppedTags			
EchoNumbers	(0018,0086)	attribute	mr_image
EchoPlanarPulseSequence	(0018,9018)	attribute	mr_pulse_sequence
EchoPlanarPulseSequence	(0018,9018)	attribute	mr_spectroscopy_pulse_sequence
EchoPulseSequence	(0018,9008)	attribute	mr_pulse_sequence
EchoPulseSequence	(0018,9008)	attribute	mr_spectroscopy_pulse_sequence
EchoTime	(0018,0081)	attribute	mr_image
EchoTrainLength	(0018,0091)	attribute	mr_timing_and_related_parameters_sequence
EchoTrainLength	(0018,0091)	attribute	mr_image
EffectiveDuration	(0018,0072)	attribute	cine
EnergyWeightingFactor	(0018,9353)	attribute	ct_image
EnergyWeightingFactor	(0018,9353)	attribute	ct_additional_x-ray_source_sequence
EnergyWeightingFactor	(0018,9353)	attribute	ct_additional_x-ray_source_sequence
EnergyWeightingFactor	(0018,9353)	attribute	ct_x-ray_details_sequence
EnergyWindowInformationSequence	(0054,0012)	attribute	nm_isotope
EnergyWindowRangeSequence	(0054,0013)	attribute	enhanced_pet_acquisition
EnergyWindowRangeSequence	(0054,0013)	attribute	energy_window_information_sequence
EnergyWindowRangeSequence	(0054,0013)	attribute	pet_series
EnergyWindowVector	(0054,0010)	attribute	nm_multi_frame
EntranceDose	(0040,0302)	attribute	x_ray_acquisition_dose
EntranceDoseInmGy	(0040,8302)	attribute	x-ray_3d_acquisition_sequence
EntranceDoseInmGy	(0040,8302)	attribute	per_projection_acquisition_sequence
EntranceDoseInmGy	(0040,8302)	attribute	x-ray_acquisition_dose_sequence
EntranceDoseInmGy	(0040,8302)	attribute	x_ray_acquisition_dose
EntranceDoseInmGy	(0040,8302)	attribute	enhanced_mammography_image
EstimatedDoseSaving			
EstimatedRadiographicMagnificationFactor	(0018,1114)	attribute	x-ray_geometry_sequence
EstimatedRadiographicMagnificationFactor	(0018,1114)	attribute	x-ray_3d_acquisition_sequence
EstimatedRadiographicMagnificationFactor	(0018,1114)	attribute	xrf_positioner
EstimatedRadiographicMagnificationFactor	(0018,1114)	attribute	xa_positioner
EstimatedRadiographicMagnificationFactor	(0018,1114)	attribute	dx_positioning
EthnicGroup	(0010,2160)	attribute	patient_demographic
EthnicGroup	(0010,2160)	attribute	patient
ExposedArea	(0040,0303)	attribute	x_ray_acquisition_dose
Exposure	(0018,1152)	attribute	ct_image
Exposure	(0018,1152)	attribute	x_ray_acquisition
Exposure	(0018,1152)	attribute	x_ray_acquisition_dose
Exposure	(0018,1152)	attribute	x_ray_generation
Exposure	(0018,1152)	attribute	cr_image
ExposureControlMode	(0018,7060)	attribute	x-ray_3d_acquisition_sequence
ExposureControlMode	(0018,7060)	attribute	x_ray_generation
ExposureControlMode	(0018,7060)	attribute	enhanced_mammography_image
ExposureControlModeDescription	(0018,7062)	attribute	x-ray_3d_acquisition_sequence
ExposureControlModeDescription	(0018,7062)	attribute	x_ray_generation
ExposureControlModeDescription	(0018,7062)	attribute	enhanced_mammography_image
ExposureDoseSequence			
ExposureIndex	(0018,1411)	attribute	exposure_index
ExposureInmAs	(0018,9332)	attribute	per_projection_acquisition_sequence
ExposureInmAs	(0018,9332)	attribute	ct_additional_x-ray_source_sequence
ExposureInmAs	(0018,9332)	attribute	x-ray_acquisition_dose_sequence
ExposureInmAs	(0018,9332)	attribute	xa_xrf_acquisition
ExposureInmAs	(0018,9332)	attribute	ct_x-ray_details_sequence
ExposureInmAs	(0018,9332)	attribute	x_ray_3d_general_shared_acquisition
ExposureInmAs	(0018,9332)	attribute	ct_exposure_sequence
ExposureInmAs	(0018,9332)	attribute	enhanced_mammography_image
ExposureInmAs	(0018,9332)	attribute	xa_plane_details_sequence
ExposureInuAs	(0018,1153)	attribute	ct_image
ExposureInuAs	(0018,1153)	attribute	x_ray_acquisition
ExposureInuAs	(0018,1153)	attribute	x_ray_acquisition_dose
ExposureInuAs	(0018,1153)	attribute	x_ray_generation
ExposureInuAs	(0018,1153)	attribute	cr_image
ExposureModulationType	(0018,9323)	attribute	ct_image
ExposureModulationType	(0018,9323)	attribute	ct_x-ray_details_sequence
ExposureModulationType	(0018,9323)	attribute	ct_exposure_sequence
ExposureStatus	(0018,7064)	attribute	x_ray_generation
ExposureTime	(0018,1150)	attribute	ct_image
ExposureTime	(0018,1150)	attribute	x_ray_acquisition
ExposureTime	(0018,1150)	attribute	x_ray_acquisition_dose
ExposureTime	(0018,1150)	attribute	exposure_sequence
ExposureTime	(0018,1150)	attribute	rt_image
ExposureTime	(0018,1150)	attribute	x_ray_generation
ExposureTime	(0018,1150)	attribute	cr_image
ExposureTimeInuS	(0018,8150)	attribute	x_ray_acquisition
ExposureTimeInuS	(0018,8150)	attribute	x_ray_acquisition_dose
ExposureTimeInuS	(0018,8150)	attribute	x_ray_generation
ExposuresOnDetectorSinceLastCalibration	(0018,7010)	attribute	digital_x_ray_detector
ExposuresOnDetectorSinceManufactured	(0018,7011)	attribute	digital_x_ray_detector
ExposuresOnPlate	(0018,1404)	attribute	cr_image
ExtendedDepthOfField	(0048,0012)	attribute	whole_slide_microscopy_image
FailedSOPInstanceUIDList			
FiducialUID	(0070,031A)	attribute	fiducial_sequence
FiducialUID	(0070,031A)	attribute	used_fiducials_sequence
FiducialUID	(0070,031A)	attribute	spatial_coordinates
FiducialUID	(0070,031A)	attribute	3d_spatial_coordinates
FieldOfViewDimensions	(0018,1149)	attribute	x_ray_acquisition
FieldOfViewDimensions	(0018,1149)	attribute	dx_detector
FieldOfViewDimensions	(0018,1149)	attribute	detector_information_sequence
FieldOfViewDimensions	(0018,1149)	attribute	pet_series
FieldOfViewHorizontalFlip	(0018,7034)	attribute	x_ray_3d_general_shared_acquisition
FieldOfViewHorizontalFlip	(0018,7034)	attribute	field_of_view_sequence
FieldOfViewHorizontalFlip	(0018,7034)	attribute	dx_detector
FieldOfViewOrigin	(0018,7030)	attribute	x_ray_3d_general_shared_acquisition
FieldOfViewOrigin	(0018,7030)	attribute	field_of_view_sequence
FieldOfViewOrigin	(0018,7030)	attribute	dx_detector
FieldOfViewRotation	(0018,7032)	attribute	x_ray_3d_general_shared_acquisition
FieldOfViewRotation	(0018,7032)	attribute	field_of_view_sequence
FieldOfViewRotation	(0018,7032)	attribute	dx_detector
FieldOfViewShape	(0018,1147)	attribute	x-ray_3d_acquisition_sequence
FieldOfViewShape	(0018,1147)	attribute	x-ray_3d_acquisition_sequence
FieldOfViewShape	(0018,1147)	attribute	x_ray_acquisition
FieldOfViewShape	(0018,1147)	attribute	field_of_view_sequence
FieldOfViewShape	(0018,1147)	attribute	dx_detector
FieldOfViewShape	(0018,1147)	attribute	detector_information_sequence
FieldOfViewShape	(0018,1147)	attribute	pet_series
FillerOrderNumberImagingServiceRequest	(0040,2017)	attribute	referenced_request_sequence
FillerOrderNumberImagingServiceRequest	(0040,2017)	attribute	imaging_service_request
FillerOrderNumberImagingServiceRequest	(0040,2017)	attribute	scheduled_step_attributes_sequence
FillerOrderNumberImagingServiceRequest	(0040,2017)	attribute	referenced_request_sequence
FilmOrientation	(2010,0040)	attribute	basic_film_box_presentation
FilmOrientation	(2010,0040)	attribute	supported_image_display_formats_sequence
FilterMaterial	(0018,7050)	attribute	x-ray_3d_acquisition_sequence
FilterMaterial	(0018,7050)	attribute	ct_additional_x-ray_source_sequence
FilterMaterial	(0018,7050)	attribute	ct_x-ray_details_sequence
FilterMaterial	(0018,7050)	attribute	x_ray_filtration
FilterMaterial	(0018,7050)	attribute	x-ray_3d_acquisition_sequence
FilterThicknessMaximum	(0018,7054)	attribute	x-ray_3d_acquisition_sequence
FilterThicknessMaximum	(0018,7054)	attribute	x_ray_filtration
FilterThicknessMaximum	(0018,7054)	attribute	x-ray_filter_details_sequence
FilterThicknessMaximum	(0018,7054)	attribute	x-ray_3d_acquisition_sequence
FilterThicknessMinimum	(0018,7052)	attribute	x-ray_3d_acquisition_sequence
FilterThicknessMinimum	(0018,7052)	attribute	x_ray_filtration
FilterThicknessMinimum	(0018,7052)	attribute	x-ray_filter_details_sequence
FilterThicknessMinimum	(0018,7052)	attribute	x-ray_3d_acquisition_sequence
FilterType	(0018,1160)	attribute	x-ray_3d_acquisition_sequence
FilterType	(0018,1160)	attribute	ct_image
FilterType	(0018,1160)	attribute	ct_additional_x-ray_source_sequence
FilterType	(0018,1160)	attribute	ct_additional_x-ray_source_sequence
FilterType	(0018,1160)	attribute	ct_x-ray_details_sequence
FilterType	(0018,1160)	attribute	ct_x-ray_details_sequence
FilterType	(0018,1160)	attribute	x_ray_filtration
FilterType	(0018,1160)	attribute	cr_series
FilterType	(0018,1160)	attribute	x-ray_filter_details_sequence
FilterType	(0018,1160)	attribute	x-ray_3d_acquisition_sequence
FlipAngle	(0018,1314)	attribute	mr_timing_and_related_parameters_sequence
FlipAngle	(0018,1314)	attribute	mr_image
FlowCompensationDirection	(0018,9183)	attribute	mr_modifier_sequence
FluoroscopyFlag	(0018,9334)	attribute	ct_acquisition_type_sequence
FluoroscopyFlag	(0018,9334)	attribute	acquisition_protocol_element_sequence
FocalSpots	(0018,1190)	attribute	x-ray_3d_acquisition_sequence
FocalSpots	(0018,1190)	attribute	ct_image
FocalSpots	(0018,1190)	attribute	ct_additional_x-ray_source_sequence
FocalSpots	(0018,1190)	attribute	x_ray_acquisition
FocalSpots	(0018,1190)	attribute	xa_xrf_acquisition
FocalSpots	(0018,1190)	attribute	x_ray_generation
FocalSpots	(0018,1190)	attribute	ct_x-ray_details_sequence
FocalSpots	(0018,1190)	attribute	ct_x-ray_details_sequence
FocalSpots	(0018,1190)	attribute	enhanced_mammography_image
FocalSpots	(0018,1190)	attribute	cr_series
FocalSpots	(0018,1190)	attribute	xa_plane_details_sequence
FocalSpots	(0018,1190)	attribute	x-ray_3d_acquisition_sequence
FocusMethod	(0048,0011)	attribute	whole_slide_microscopy_image
FractionGroupSequence	(300A,0070)	attribute	rt_fraction_scheme
FrameDelay	(0018,1066)	attribute	cine
FrameIncrementPointer	(0028,0009)	attribute	x_ray_image
FrameIncrementPointer	(0028,0009)	attribute	multi_frame
FrameIncrementPointer	(0028,0009)	attribute	us_image
FrameIncrementPointer	(0028,0009)	attribute	nm_multi_frame
FrameIncrementPointer	(0028,0009)	attribute	sc_multi_frame_image
FrameLaterality	(0020,9072)	attribute	frame_anatomy_sequence
FrameOfInterestDescription	(0028,6022)	attribute	frame_pointers
FrameOfReferenceUID	(0020,0052)	attribute	fiducial_set_sequence
FrameOfReferenceUID	(0020,0052)	attribute	referenced_frame_of_reference_sequence
FrameOfReferenceUID	(0020,0052)	attribute	registration_sequence
FrameOfReferenceUID	(0020,0052)	attribute	frame_of_reference
FrameOfReferenceUID	(0020,0052)	attribute	generic_implant_template_description
FrameReferenceTime	(0054,1300)	attribute	pet_image
FrameTime	(0018,1063)	attribute	data_information_sequence
FrameTime	(0018,1063)	attribute	pet_image
FrameTime	(0018,1063)	attribute	cine
FrameType	(0008,9007)	attribute	x-ray_3d_frame_type_sequence
FrameType	(0008,9007)	attribute	pet_frame_type_sequence
FrameType	(0008,9007)	attribute	intravascular_oct_frame_type_sequence
FrameType	(0008,9007)	attribute	us_image_description_sequence
FrameType	(0008,9007)	attribute	mr_spectroscopy_frame_type_sequence
FrameType	(0008,9007)	attribute	parametric_map_frame_type_sequence
FrameType	(0008,9007)	attribute	whole_slide_microscopy_image_frame_type_sequence
FrameType	(0008,9007)	attribute	frame_pixel_data_properties_sequence
FrameType	(0008,9007)	attribute	mr_image_frame_type_sequence
FrameType	(0008,9007)	attribute	ct_image_frame_type_sequence
FrequencyCorrection	(0018,9101)	attribute	mr_spectroscopy
GantryAngle	(300A,011E)	attribute	ion_control_point_sequence
GantryAngle	(300A,011E)	attribute	control_point_sequence
GantryAngle	(300A,011E)	attribute	exposure_sequence
GantryAngle	(300A,011E)	attribute	rt_image
GantryAngle	(300A,011E)	attribute	conventional_control_point_verification_sequence
GantryAngle	(300A,011E)	attribute	ion_control_point_delivery_sequence
GantryAngle	(300A,011E)	attribute	ion_control_point_verification_sequence
GantryAngle	(300A,011E)	attribute	control_point_delivery_sequence
GantryDetectorSlew	(0018,1121)	attribute	pet_frame_acquisition_sequence
GantryDetectorSlew	(0018,1121)	attribute	pet_series
GantryDetectorTilt	(0018,1120)	attribute	ct_image
GantryDetectorTilt	(0018,1120)	attribute	pet_frame_acquisition_sequence
GantryDetectorTilt	(0018,1120)	attribute	ct_acquisition_details_sequence
GantryDetectorTilt	(0018,1120)	attribute	acquisition_protocol_element_sequence
GantryDetectorTilt	(0018,1120)	attribute	detector_information_sequence
GantryDetectorTilt	(0018,1120)	attribute	pet_series
GantryID	(0018,1008)	attribute	general_equipment
GatedInformationSequence	(0054,0062)	attribute	nm_multi_gated_acquisition
GeneratorPower	(0018,1170)	attribute	ct_image
GeneratorPower	(0018,1170)	attribute	multi-energy_ct_x-ray_source_sequence
GeneratorPower	(0018,1170)	attribute	cr_image
GeometryOfKSpaceTraversal	(0018,9032)	attribute	mr_pulse_sequence
GeometryOfKSpaceTraversal	(0018,9032)	attribute	mr_spectroscopy_pulse_sequence
GradientEchoTrainLength	(0018,9241)	attribute	mr_timing_and_related_parameters_sequence
GradientOutput	(0018,9182)	attribute	mr_timing_and_related_parameters_sequence
GradientOutputType	(0018,9180)	attribute	mr_timing_and_related_parameters_sequence
GraphicLayerSequence	(0070,0060)	attribute	graphic_layer
GreenPaletteColorLookupTableDescriptor	(0028,1102)	attribute	image_pixel_description
GreenPaletteColorLookupTableDescriptor	(0028,1102)	attribute	palette_color_lookup_table
GreenPaletteColorLookupTableDescriptor	(0028,1102)	attribute	enhanced_palette_color_lookup_table_sequence
GreenPaletteColorLookupTableDescriptor	(0028,1102)	attribute	presentation_state_classification_component_sequence
GreenPaletteColorLookupTableDescriptor	(0028,1102)	attribute	supplemental_palette_color_lookup_table
Grid	(0018,1166)	attribute	x_ray_acquisition
Grid	(0018,1166)	attribute	x_ray_grid
Grid	(0018,1166)	attribute	x_ray_3d_general_shared_acquisition
Grid	(0018,1166)	attribute	x-ray_grid_sequence
GridAspectRatio	(0018,7046)	attribute	x_ray_grid_description
GridFocalDistance	(0018,704C)	attribute	x_ray_grid_description
GridFrameOffsetVector	(3004,000C)	attribute	rt_dose
HalfValueLayer	(0040,0314)	attribute	x-ray_3d_acquisition_sequence
HalfValueLayer	(0040,0314)	attribute	x-ray_acquisition_dose_sequence
HalfValueLayer	(0040,0314)	attribute	x_ray_acquisition_dose
HeartRate	(0018,1088)	attribute	cardiac_synchronization_sequence
HeartRate	(0018,1088)	attribute	nm_multi_gated_acquisition
HeartRate	(0018,1088)	attribute	us_image
HeartRate	(0018,1088)	attribute	mr_image
HeartRate	(0018,1088)	attribute	pet_multi_gated_acquisition
HighBit	(0028,0102)	attribute	whole_slide_microscopy_image
HighBit	(0028,0102)	attribute	ct_image
HighBit	(0028,0102)	attribute	enhanced_mr_image
HighBit	(0028,0102)	attribute	ophthalmic_optical_coherence_tomography_b_scan_volume_analysis_image
HighBit	(0028,0102)	attribute	enhanced_pet_image
HighBit	(0028,0102)	attribute	image_pixel_description
HighBit	(0028,0102)	attribute	vl_image
HighBit	(0028,0102)	attribute	enhanced_ct_image
HighBit	(0028,0102)	attribute	segmentation_image
HighBit	(0028,0102)	attribute	basic_grayscale_image_sequence
HighBit	(0028,0102)	attribute	basic_color_image_sequence
HighBit	(0028,0102)	attribute	parametric_map_image
HighBit	(0028,0102)	attribute	x_ray_image
HighBit	(0028,0102)	attribute	corneal_topography_map_image
HighBit	(0028,0102)	attribute	intravascular_oct_image
HighBit	(0028,0102)	attribute	rt_image
HighBit	(0028,0102)	attribute	pet_image
HighBit	(0028,0102)	attribute	ophthalmic_optical_coherence_tomography_en_face_image
HighBit	(0028,0102)	attribute	rt_dose
HighBit	(0028,0102)	attribute	us_image
HighBit	(0028,0102)	attribute	dx_image
